 #,Geo_ID,Geo_Feature,Geography_Name,Geography_Type,LE_birth,LE_birth_LCL,LE_birth_UCL,Overall_MR,Overall_MR_LCL,Overall_MR_UCL,COVID_a,COVID_a_LCL,COVID_a_UCL,Poor_health,Poor_health_LCL,Poor_health_UCL,Poor_health_EST,MHI,MHI_LCL,MHI_UCL,100_FPL_Pop,100_FPL_Pct,200_FPL_Pop,200_FPL_Pct,100_FPL_Child_Pop,100_FPL_Child_Pct,200_FPL_Child_Pop,200_FPL_Child_Pct,Poverty_PST,Edu_LessHS_Pop,Edu_HSGrad_Pop,Edu_College_Pop,Edu_Bach_Pop,Edu_LessHS_Pct,Edu_LessHS_Pct_LCL,Edu_LessHS_Pct_UCL,Edu_HSGrad_Pct,Edu_HSGrad_Pct_LCL,Edu_HSGrad_Pct_UCL,Edu_College_Pct,Edu_College_Pct_LCL,Edu_College_Pct_UCL,Edu_Bach_Pct,Edu_Bach_Pct_LCL,Edu_Bach_Pct_UCL,Preschool,Preschool_LCL,Preschool_UCL,Grade3_Eng,Grade3_Eng_LCL,Grade3_Eng_UCL,Grade3_Math,Grade3_Math_LCL,Grade3_Math_UCL,Diff_Child_C,Diff_Child_C_LCL,Diff_Child_C_UCL,Diff_Child_C_EST,Voting,Voting_LCL,Voting_UCL,SE_Support,SE_Support_LCL,SE_Support_UCL,SE_Support_EST
0,hp_target,Healthy People 2030 Target,Healthy People 2030 Target,Healthy People 2030 Target,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,csa_city_inglewood,Inglewood,City of Inglewood,Incorporated City,78.5,77.5,79.5,772.4,720.8,824,404.6,366.8,442.4,13.3,10.7,15.9,small area estimate,67563,64431,70695,16237,15.3,36425,34.3,4894,22.2,11080,50.2,14.9,16610,17207,23300,16899,22.4,20.8,24.1,23.2,21.4,25.1,31.5,29.3,33.6,22.8,21.3,24.4,38.3,28.7,47.9,30.1,26.8,33.3,29.4,26.2,32.7,,,,,68.9,68.5,69.3,62.2,57.4,67.1,small area estimate
55,csa_city_la_mirada,La Mirada,City of La Mirada,Incorporated City,81.9,80.6,83.1,631.6,572.4,690.8,331.1,287.4,374.7,9.9,7.5,12.4,small area estimate,104130,96789,111471,2351,4.9,5932,12.3,505,6.2,1389,17.1,0,3136,7033,9821,12682,9.6,7.9,11.3,21.5,19.4,23.6,30.1,27.4,32.7,38.8,35.9,41.7,26.1,16.5,35.7,53.8,48.5,59.1,56.9,51.6,62.1,,,,,79.8,79.4,80.2,68.4,63,73.8,small area estimate
56,csa_city_la_puente,La Puente,City of La Puente,Incorporated City,80.3,78.6,82.1,655.4,575.1,735.7,455.9,389.1,522.7,14,11.5,16.6,small area estimate,77702,70390,85014,3513,9.4,8807,23.5,1139,13.8,2880,35,0,8686,7822,6065,2926,34.1,30,38.1,30.7,27.8,33.6,23.8,21.1,26.5,11.5,9.8,13.1,30.6,17.8,43.5,35.4,30,40.8,34.6,29.3,40,,,,,70,69.3,70.7,65.6,61.5,69.7,small area estimate
57,csa_city_la_verne,La Verne,City of La Verne,Incorporated City,80,78.3,81.6,728.5,655.1,802,192.5,154.4,230.6,11,9,13,small area estimate,103816,95399,112233,2523,7.9,5837,18.2,537,9.5,1352,23.9,0,1450,4474,7180,9347,6.5,4.9,8,19.9,16.7,23.1,32,28.5,35.5,41.6,38,45.3,72.5,44.5,100.5,70.9,66.1,75.6,73.4,68.8,78.1,,,,,83.4,82.9,83.9,71.8,68.8,74.8,small area estimate
58,csa_city_lakewood,Lakewood,City of Lakewood,Incorporated City,80.6,79.5,81.6,676,624.3,727.8,227.3,196.1,258.5,8.2,6.2,10.2,small area estimate,113030,109724,116336,4249,5.3,10171,12.7,1042,6.4,2660,16.3,0,5532,12680,20344,18940,9.6,8.1,11.1,22.1,20.1,24,35.4,33.3,37.5,32.9,31.1,34.8,43.5,33.6,53.4,47.7,44.3,51.1,46,42.7,49.4,,,,,79.2,78.9,79.5,74.7,70.8,78.6,small area estimate
59,csa_city_lancaster,Lancaster,City of Lancaster,Incorporated City,74.7,73.9,75.5,968.4,919,1017.8,376.5,344.1,408.8,15.7,12.1,19.3,small area estimate,71367,68342,74392,37910,21.8,81391,46.8,13214,29.1,27318,60.1,3.5,20245,32835,33540,20861,18.8,17.3,20.3,30.5,28.4,32.7,31.2,29.3,33.1,19.4,18,20.8,43.3,33.5,53,24.6,22.8,26.4,22.7,21,24.5,,,,,69.5,69.2,69.8,59.6,53.9,65.4,small area estimate
60,csa_city_lawndale,Lawndale,City of Lawndale,Incorporated City,81.2,79.3,83.2,672,574.4,769.6,283.6,221.4,345.7,11.3,9.1,13.5,small area estimate,76213,70757,81669,2824,9.1,7082,22.9,849,12.8,2140,32.3,0,5855,5734,5343,4276,27.6,23.9,31.3,27,23.4,30.7,25.2,21.8,28.6,20.2,17.4,22.9,42.3,22.4,62.1,44.2,38.6,49.8,38.6,33.1,44.1,,,,,71.4,70.7,72.1,63,58.9,67.1,small area estimate
61,csa_city_lomita,Lomita,City of Lomita,Incorporated City,78.7,76.6,80.8,765.9,660.8,871,288.9,221.2,356.6,10.5,8.3,12.7,small area estimate,87717,77589,97845,2551,12.5,5466,26.8,616,15.7,1329,33.8,0,1796,3179,4074,5817,12.1,7.9,16.2,21.4,18,24.8,27.4,23.6,31.2,39.1,34.7,43.5,43.3,26.6,59.9,35.8,24.3,47.3,40.3,28.6,52,,,,,74.6,73.9,75.3,65.9,62.3,69.5,small area estimate
62,csa_city_long_beach,Long Beach,City of Long Beach,Incorporated City,79.1,78.7,79.6,726.1,702,750.2,,,,12.7,10.3,15.1,small area estimate,78995,76712,81278,74315,16.1,165007,35.8,21304,23.1,47008,51,23.8,59870,56312,95665,107451,18.8,17.8,19.7,17.6,16.9,18.3,30,29.1,30.8,33.7,32.7,34.6,45.2,40.3,50.1,47,45.5,48.5,46.6,45,48.1,,,,,71.5,71.3,71.7,64,60.4,67.6,small area estimate
63,la_city,Los Angeles,City of Los Angeles,Incorporated City,80.4,80.3,80.6,656.9,649.2,664.7,348.7,343,354.4,14.2,12.8,15.6,small area estimate,76244,75317,77171,625833,16.5,1402362,37,169904,23.7,365374,51,25.6,581641,512122,634995,1002780,21.3,21,21.6,18.7,18.5,19,23.2,23,23.5,36.7,36.4,37,50.8,49,52.6,40.1,39.5,40.6,42.5,41.9,43,,,,,71.1,71,71.2,60.3,58.3,62.2,small area estimate
64,csa_city_lynwood,Lynwood,City of Lynwood,Incorporated City,77.4,75.9,78.8,812.2,731.1,893.4,684.2,610.2,758.3,13.8,11,16.7,small area estimate,67350,62299,72401,10598,16,26334,39.8,4012,24.2,9938,59.8,29.6,18132,11018,8869,3659,43.5,40.3,46.7,26.4,24.3,28.6,21.3,18.7,23.8,8.8,7.4,10.2,34.6,26,43.2,28.5,25.5,31.6,29.3,26.3,32.4,,,,,66.2,65.7,66.7,61,56.1,66,small area estimate
66,csa_city_manhattan_beach,Manhattan Beach,City of Manhattan Beach,Incorporated City,85.2,83.7,86.7,484.8,416.7,552.8,87.8,59.1,116.5,3.8,2,5.5,small area estimate,187217,170117,204317,839,2.4,1921,5.6,148,2,383,5.3,0,294,1207,3782,18925,1.2,0.5,1.9,5,3.6,6.3,15.6,13.6,17.7,78.2,73.1,83.2,76,68.1,83.9,84.2,80.4,88.1,88.9,85.6,92.2,,,,,85.4,85,85.8,78,74,81.9,small area estimate
67,csa_city_maywood,Maywood,City of Maywood,Incorporated City,79.7,77.8,81.7,746.7,618.3,875,587.8,479.9,695.7,18.4,15,21.8,small area estimate,57615,49257,65973,5062,20.7,12828,52.3,1940,30.8,4672,74.2,44.7,7462,4002,2359,1311,49.3,44.2,54.4,26.4,23,29.9,15.6,13.1,18.1,8.7,6.2,11.2,35.3,20.7,49.9,36.4,31.4,41.4,37,32,41.9,,,,,65.6,64.7,66.5,53.7,48.1,59.2,small area estimate
68,csa_city_monrovia,Monrovia,City of Monrovia,Incorporated City,80.3,78.7,81.8,694.4,617.3,771.4,303.5,251.2,355.9,12,10,14,small area estimate,93827,86308,101346,3158,8.5,7262,19.4,745,10.4,1832,25.7,0,2711,5066,7271,11427,10.2,8.1,12.3,19.1,16.2,22.1,27.5,24.6,30.3,43.2,39.9,46.4,58.7,40.2,77.2,44.3,39.1,49.4,48.6,43.5,53.8,,,,,81.8,81.3,82.3,68.4,65,71.7,small area estimate
69,csa_city_montebello,Montebello,City of Montebello,Incorporated City,79.8,78.5,81.2,684.4,627.9,741,414,369.1,458.9,12.1,9.6,14.5,small area estimate,72317,67475,77159,6719,11,16867,27.5,2055,16.5,5254,42.1,5.3,11222,10977,11846,9349,25.9,23.4,28.3,25.3,22.8,27.8,27.3,25.3,29.3,21.5,19.6,23.5,38.7,25.8,51.5,30.8,26.7,34.8,35.7,31.5,39.9,,,,,73.4,72.9,73.9,61.3,57.3,65.3,small area estimate
70,csa_city_monterey_park,Monterey Park,City of Monterey Park,Incorporated City,83.6,82.4,84.8,540,497,583,253.7,225.1,282.3,16.8,14.1,19.5,small area estimate,76892,70643,83141,6732,11.2,15305,25.6,1234,12.5,2848,29,11.6,9448,11249,9595,15236,20.8,18.7,22.8,24.7,22.4,27,21.1,19.1,23,33.5,31,35.9,53.7,41.8,65.5,62.7,58.7,66.6,70.4,66.8,74.1,,,,,72,71.5,72.5,52.4,47.6,57.2,small area estimate
71,csa_city_norwalk,Norwalk,City of Norwalk,Incorporated City,79.5,78.5,80.5,712.9,662.4,763.4,507.3,465,549.7,11.2,8.9,13.6,small area estimate,91259,87368,95150,8535,8.4,21622,21.4,2559,12,6548,30.7,0,16037,19731,19476,13780,23.2,21.5,24.9,28.6,26.6,30.6,28.2,26.3,30.2,20,18.3,21.6,41.1,33.5,48.6,44.9,41.7,48.1,45.2,42,48.5,,,,,72.6,72.2,73,68.5,64.8,72.3,small area estimate
72,csa_city_palmdale,Palmdale,City of Palmdale,Incorporated City,77.5,76.7,78.3,844,794.3,893.7,412.1,376.2,448.1,14.3,10.9,17.8,small area estimate,78414,75520,81308,28058,16.9,63996,38.5,10472,23.9,22884,52.2,0,23804,30424,30538,16982,23.4,21.8,25,29.9,28.2,31.6,30,28.4,31.7,16.7,15.5,17.8,29.5,22.5,36.5,28.5,26.6,30.5,27.2,25.3,29.1,,,,,70.5,70.2,70.8,61.5,55.8,67.2,small area estimate
74,csa_city_paramount,Paramount,City of Paramount,Incorporated City,79,77.6,80.5,756.2,670.7,841.6,550.9,479.1,622.7,12.6,10.1,15,small area estimate,67197,61358,73036,7548,14.5,18443,35.4,2683,20.8,6630,51.4,0,11147,9419,8049,4297,33.9,30.8,37,28.6,26.3,30.9,24.5,22.1,26.8,13.1,11.5,14.6,37.5,27.2,47.8,36,32.6,39.4,37.7,34.2,41.1,,,,,64.8,64.2,65.4,62.3,57.4,67.1,small area estimate
75,csa_city_pasadena,Pasadena,City of Pasadena,Incorporated City,82.1,81.3,82.9,596.7,561.7,631.6,,,,12.1,9.8,14.4,small area estimate,97818,93650,101986,18021,13.1,39316,28.6,3952,17.3,8490,37.2,15.2,10762,14420,22087,56583,10.4,9.3,11.4,13.9,12.7,15.1,21.3,19.8,22.8,54.5,52.5,56.4,68.8,60.3,77.3,43.7,40.1,47.3,45.4,41.8,49,,,,,78.7,78.4,79,66.3,62.6,70.1,small area estimate
76,csa_city_pico_rivera,Pico Rivera,City of Pico Rivera,Incorporated City,79.6,78.4,80.8,729,667.1,790.9,512.2,460.2,564.1,12,9.4,14.7,small area estimate,82539,76624,88454,5834,9.6,14752,24.2,1764,14.1,4527,36.2,0,12006,13282,10972,6141,28.3,25.6,31,31.3,29.1,33.6,25.9,23.5,28.2,14.5,12.8,16.1,50.2,36.8,63.7,37.2,33,41.5,39.6,35.4,43.9,,,,,74.4,74,74.8,67,62.7,71.3,small area estimate
77,csa_city_pomona,Pomona,City of Pomona,Incorporated City,78.3,77.4,79.1,779.8,733.3,826.2,503.4,464.8,541.9,16.3,13.8,18.8,small area estimate,73515,69543,77487,24655,16.5,58444,39.1,8257,24.3,19208,56.5,20.8,26285,23859,27816,17319,27.6,26.1,29.1,25,23.7,26.4,29.2,27.6,30.8,18.2,16.9,19.5,42.3,34.1,50.6,28.5,26,31,25.2,22.8,27.6,,,,,67.1,66.8,67.4,61.5,57.9,65,small area estimate
78,csa_city_rancho_palos_verdes,Rancho Palos Verdes,City of Rancho Palos Verdes,Incorporated City,82.5,80.8,84.1,559.9,509.8,610,103.7,83.5,123.9,4.9,3,6.8,small area estimate,166747,154062,179432,1376,3.4,3283,8,201,2.9,593,8.5,0,568,2676,6157,20834,1.9,1.1,2.6,8.9,6.9,10.8,20.4,18.1,22.6,68.9,64.6,73.2,59.5,46.9,72.1,81.9,78.3,85.6,84.3,80.9,87.8,,,,,85.4,85,85.8,75.3,70.9,79.7,small area estimate
79,csa_city_redondo_beach,Redondo Beach,City of Redondo Beach,Incorporated City,83.7,82.5,84.9,524.3,472.7,575.8,131,104.1,157.9,6.2,4.4,8,small area estimate,134033,126386,141680,3140,4.6,7216,10.6,773,5.6,1618,11.7,0,1904,5429,10504,33051,3.7,2.8,4.7,10.7,9.1,12.3,20.6,18.8,22.4,64.9,62,67.9,73.2,63.8,82.7,71.8,68.4,75.1,78.8,75.7,81.8,,,,,82.9,82.6,83.2,72.9,69.2,76.5,small area estimate
82,csa_city_rosemead,Rosemead,City of Rosemead,Incorporated City,81.3,80,82.7,642.4,582.8,702.1,306.8,266.6,347,17.6,14.7,20.5,small area estimate,70073,63638,76508,6159,12.3,14299,28.6,1277,15,3042,35.7,0,12357,9360,7328,8228,33.2,30.6,35.7,25.1,22.7,27.5,19.7,17.8,21.5,22.1,19.9,24.3,56.9,43.8,69.9,46.8,42.4,51.3,55.8,51.4,60.1,,,,,69,68.4,69.6,51.9,47.2,56.7,small area estimate
83,csa_city_san_dimas,San Dimas,City of San Dimas,Incorporated City,79.5,78,81.1,751.7,674.5,828.8,300.1,252.4,347.8,10.9,9,12.8,small area estimate,102241,84042,120440,2417,7.1,5846,17.1,552,8.9,1367,22.1,0,1599,5053,8834,9476,6.4,4.9,7.9,20.2,16.8,23.7,35.4,31.4,39.4,38,33.9,42.1,54.1,34.3,73.9,75.6,70.9,80.3,78.3,73.8,82.8,,,,,80.9,80.4,81.4,71.7,68.7,74.6,small area estimate
84,csa_city_san_fernando,San Fernando,City of San Fernando,Incorporated City,79.6,77.4,81.8,695.4,584.5,806.3,422.2,333.5,511,12.9,9.7,16,small area estimate,70950,61301,80599,2233,9.6,5624,24.1,749,14.2,1909,36.3,0,6197,4239,3535,2324,38,33.3,42.8,26,22.6,29.4,21.7,17.4,25.9,14.3,11.1,17.5,39.8,24.8,54.9,28.7,23.2,34.1,37.1,31.3,42.9,,,,,70.7,69.9,71.5,62.3,56.7,67.9,small area estimate
85,csa_city_san_gabriel,San Gabriel,City of San Gabriel,Incorporated City,84.3,82.6,86,516.4,456.5,576.4,497,440.3,553.7,16.3,13.6,19,small area estimate,84056,78848,89264,4446,11.5,10455,27.2,819,12.9,1999,31.6,0,6803,6661,6162,10230,22.8,19,26.6,22.3,20.2,24.4,20.6,18.2,23.1,34.3,31.2,37.3,64,49.5,78.4,46.3,40.6,52.1,50.2,44.4,55.9,,,,,74.8,74.2,75.4,53.5,48.9,58,small area estimate
87,csa_city_santa_clarita,Santa Clarita,City of Santa Clarita,Incorporated City,80.7,80.1,81.3,693.1,657.4,728.8,238.7,217.3,260.1,8.2,6.4,10,small area estimate,116186,112729,119643,18927,8.3,43338,19,5481,10.9,12405,24.6,0,13501,27145,50861,57684,9,8.2,9.9,18.2,17.2,19.2,34.1,32.7,35.5,38.7,37.3,40,44.3,39,49.6,57,55,59,58.8,56.9,60.8,,,,,82.2,82,82.4,72.7,69.3,76.2,small area estimate
89,csa_city_santa_monica,Santa Monica,City of Santa Monica,Incorporated City,82.5,81.5,83.4,587.8,546.2,629.4,235.3,209.3,261.4,6.5,4.7,8.3,small area estimate,106797,97040,116554,9675,10.5,20734,22.6,1340,10.6,2932,23.3,0,3913,6201,13570,49805,5.3,4.3,6.3,8.4,7.3,9.6,18.5,16.8,20.1,67.8,64.9,70.6,76.9,64.9,89,69.4,65.4,73.4,72.2,68.4,76.1,,,,,77.1,76.8,77.4,66,62.3,69.7,small area estimate
93,csa_city_south_gate,South Gate,City of South Gate,Incorporated City,81,79.8,82.2,643.5,587,699.9,466.1,417.9,514.4,14.8,12.2,17.3,small area estimate,67188,63995,70381,12861,13.8,32935,35.4,4561,20.9,11668,53.5,5.6,24385,15024,12997,6822,41.2,38.7,43.7,25.4,23.4,27.4,21.9,20.2,23.7,11.5,10.3,12.7,50,40.1,59.9,35.7,33.1,38.4,40.2,37.5,42.9,,,,,66,65.6,66.4,59,55,62.9,small area estimate
94,csa_city_south_pasadena,South Pasadena,City of South Pasadena,Incorporated City,83.2,81.3,85.2,547.8,464.5,631.1,217.5,166.6,268.5,9,6.6,11.4,small area estimate,127882,109367,146397,1610,6.1,3452,13.1,417,7.5,802,14.5,0,525,1279,3604,13751,2.7,1.7,3.8,6.7,5.2,8.2,18.8,15.8,21.8,71.8,67.1,76.5,72.8,62.1,83.5,82.6,78.5,86.6,85.6,81.9,89.3,,,,,87.2,86.7,87.7,70.3,66.2,74.3,small area estimate
95,csa_city_temple_city,Temple City,City of Temple City,Incorporated City,82.7,81.4,84,594.1,529.1,659.1,347.5,298.1,396.9,13.2,11,15.3,small area estimate,95263,88606,101920,3620,10.1,8348,23.2,705,11.1,1659,26,0,3051,5840,6144,10834,11.8,10.1,13.5,22.6,19.7,25.5,23.8,20.9,26.6,41.9,39,44.8,54.9,39.6,70.2,59.7,54.1,65.3,66.6,61.2,71.9,,,,,76.9,76.3,77.5,60.2,56.4,64.1,small area estimate
96,csa_city_torrance,Torrance,City of Torrance,Incorporated City,81.8,81,82.6,615.5,581.3,649.6,179.4,161.3,197.5,9,7.1,11,small area estimate,109554,104020,115088,10375,7.3,22585,15.8,2128,8,4726,17.9,0,5289,17584,27293,55843,5,4.2,5.8,16.6,15.4,17.8,25.7,24.3,27.2,52.7,50.8,54.6,72.4,63.8,81.1,65.7,63.2,68.2,71.9,69.6,74.3,,,,,82,81.8,82.2,66.7,62.6,70.8,small area estimate
98,csa_city_walnut,Walnut,City of Walnut,Incorporated City,84.6,82.8,86.4,508.6,437.2,580,146,109.6,182.3,9.9,7.7,12,small area estimate,130444,117296,143592,1999,7.2,4584,16.4,345,7.9,748,17.1,0,1400,2992,4857,11562,6.7,5.2,8.3,14.4,12.2,16.5,23.3,20.5,26.2,55.6,52.2,58.9,46.8,34,59.6,66.7,62.6,70.9,70.7,66.7,74.7,,,,,79.5,78.9,80.1,62.4,57.6,67.2,small area estimate
99,csa_city_west_covina,West Covina,City of West Covina,Incorporated City,82.2,81.3,83.2,602.3,561.1,643.5,335.3,303.7,366.9,12.1,10.3,14,small area estimate,96219,92438,100000,9897,9.2,23167,21.5,2511,12.3,5912,28.8,0,10368,21083,22581,22904,13.5,12.2,14.7,27.4,25.4,29.4,29.4,27.7,31,29.8,28.1,31.5,41,30.3,51.8,55.2,52.3,58.1,57.4,54.5,60.3,,,,,76.4,76.1,76.7,63.7,60.6,66.8,small area estimate
100,csa_city_west_hollywood,West Hollywood,City of West Hollywood,Incorporated City,83.3,81.4,85.2,555.7,489.7,621.7,131.8,99.5,164.1,9.7,7.2,12.2,small area estimate,89034,80141,97927,4053,11.5,8781,24.9,191,10.9,448,25.6,0,1315,3051,7941,19677,4.1,2.6,5.6,9.5,7.1,12,24.8,21.1,28.5,61.5,56.8,66.2,63.5,30.8,96.2,79,72.6,85.4,76.3,69.7,82.8,,,,,76.2,75.7,76.7,67.6,63.2,71.9,small area estimate
102,csa_city_whittier,Whittier,City of Whittier,Incorporated City,79.3,78.4,80.3,743.5,690,797,406.1,365.4,446.8,10.9,8.8,13,small area estimate,89686,84526,94846,7517,8.6,19197,21.9,2314,12.5,5905,31.9,0,6659,16565,18670,16519,11.4,10.2,12.6,28.4,26,30.7,32,29.6,34.3,28.3,26.4,30.2,47,36.5,57.5,58.3,54.7,61.9,63.1,59.6,66.7,,,,,78.8,78.5,79.1,68.9,64.8,73,small area estimate
107,csa_la_arleta,Los Angeles - Arleta,Los Angeles - Arleta,Los Angeles City Neighborhood,81.5,79.6,83.4,608.8,521.1,696.6,461.6,386,537.3,13.9,10.5,17.2,small area estimate,93027,84710,101344,2662,8.7,6888,22.6,805,12.9,2102,33.7,0,8077,5738,4348,2653,38.8,35.1,42.5,27.6,24.9,30.3,20.9,18.9,22.9,12.7,11,14.5,38.8,21.4,56.2,39.4,33.9,44.8,43.4,37.9,48.9,,,,,69.3,68.6,70,63.5,58.1,69,small area estimate
109,csa_la_baldwin_hills,Los Angeles - Baldwin Hills,Los Angeles - Baldwin Hills,Los Angeles City Neighborhood,77.2,75.4,79,831.7,741.2,922.3,322.1,266.5,377.6,15.1,11.9,18.2,small area estimate,61393,53242,69544,7226,25.2,14491,50.6,2017,37,3560,65.3,43.3,3570,4639,6132,7662,16.2,13.3,19.1,21.1,17.2,25,27.9,24.5,31.2,34.8,31.5,38.2,,,,28.9,22.6,35.3,24.9,18.9,30.8,,,,,66.4,65.8,67,59.6,54.1,65,small area estimate
113,csa_la_boyle_heights,Los Angeles - Boyle Heights,Los Angeles - Boyle Heights,Los Angeles City Neighborhood,77,75.5,78.4,796.7,728.8,864.7,568,512.5,623.4,21.2,17.5,24.9,small area estimate,55333,51479,59187,17187,22.5,42856,56,6129,32.8,14433,77.3,69.4,23170,12771,9335,6163,45,42.9,47.2,24.8,23.1,26.6,18.1,16.8,19.5,12,10.8,13.2,49.1,38.4,59.8,30.7,27.5,33.9,33.1,29.9,36.4,,,,,63.4,62.9,63.9,50.5,45.3,55.7,small area estimate
114,csa_la_brentwood,Los Angeles - Brentwood,Los Angeles - Brentwood,Los Angeles City Neighborhood,86,84.5,87.5,447.9,384.9,510.9,85.8,59.2,112.4,3.9,2.6,5.2,small area estimate,171961,154792,189130,1634,5.5,3779,12.7,200,4.7,494,11.5,0,358,1212,2965,18130,,,,5.3,3.6,7.1,13.1,10.7,15.5,80,78.5,81.5,,,,73.2,62.9,83.5,78.9,69.4,88.4,,,,,82.1,81.6,82.6,73.9,70.6,77.2,small area estimate
117,csa_la_canoga_park,Los Angeles - Canoga Park,Los Angeles - Canoga Park,Los Angeles City Neighborhood,79.3,78,80.7,708.1,639.5,776.8,446.3,388.8,503.7,13.4,10.7,16.2,small area estimate,70361,64073,76649,9619,15.6,22995,37.2,2824,21.2,6854,51.5,0,10470,11279,13372,11543,22.4,20.3,24.6,24.2,22,26.3,28.7,26.4,30.9,24.7,22.6,26.9,38.4,23.9,52.9,25.7,20.9,30.5,30.7,25.7,35.7,,,,,69.3,68.8,69.8,62.3,58.1,66.5,small area estimate
119,csa_la_central,Los Angeles - Central,Los Angeles - Central,Los Angeles City Neighborhood,76.5,74.4,78.7,817.6,702.2,932.9,751.2,641.1,861.2,19.8,15.9,23.8,small area estimate,50879,44686,57071,9268,27.3,21735,64.1,3591,39.5,7352,80.8,87.1,12516,4413,3602,1631,56.5,53.8,59.1,19.9,17.9,21.9,16.3,13.5,19,7.4,5.3,9.5,37.6,21.8,53.5,27.2,23.1,31.2,31.9,27.7,36.1,,,,,57,56.2,57.8,51.6,45.3,57.9,small area estimate
121,csa_la_century_palms_cove,Los Angeles - Century Palms/Cove,Los Angeles - Century Palms/Cove,Los Angeles City Neighborhood,73.2,71.2,75.2,1033.3,903.9,1162.7,644.2,538.6,749.8,16.9,14,19.9,small area estimate,53586,45068,62104,9074,28.3,19787,61.8,3561,39.2,6992,76.9,87.2,8104,4634,3676,1907,44.2,40.8,47.6,25.3,22,28.6,20.1,17.6,22.5,10.4,7.9,12.9,,,,21.2,16.7,25.6,27.8,23,32.6,,,,,50.8,50,51.6,53.8,49.2,58.3,small area estimate
122,csa_la_chatsworth,Los Angeles - Chatsworth,Los Angeles - Chatsworth,Los Angeles City Neighborhood,79.9,78.3,81.4,690,620.3,759.6,243.3,202.4,284.1,8.4,6.6,10.2,small area estimate,118737,107019,130454,1863,5.2,4629,12.8,357,5.7,958,15.2,0,2297,5283,8061,12183,8.3,6.3,10.2,19,16.2,21.8,29,25.8,32.1,43.8,41.5,46,44.3,30,58.5,58.8,53,64.6,60.8,55.2,66.5,,,,,78.3,77.8,78.8,70.4,67.1,73.7,small area estimate
129,csa_la_del_rey,Los Angeles - Del Rey,Los Angeles - Del Rey,Los Angeles City Neighborhood,84.5,82.4,86.6,490.2,420,560.5,140.5,102.7,178.3,7.3,5.3,9.3,small area estimate,98685,86422,110947,4244,15,9412,33.3,1031,22.3,2050,44.3,18.1,2929,2831,5238,11175,13.2,10.5,15.9,12.8,10.4,15.1,23.6,20.3,27,50.4,46.9,53.9,,,,52.6,47.5,57.8,55.4,50.3,60.5,,,,,78.6,78,79.2,67.8,64.3,71.3,small area estimate
130,csa_la_downtown,Los Angeles - Downtown,Los Angeles - Downtown,Los Angeles City Neighborhood,,,,499,440.7,557.2,266.9,210.8,323,25.4,20.8,30,small area estimate,69604,61899,77309,9667,24.8,18866,48.4,820,31.7,1461,56.5,63,4309,3194,7466,18762,12.8,10.4,15.2,9.5,7.7,11.3,22.1,19.2,25.1,55.6,51.7,59.5,,,,,,,,,,,,,,68.5,67.9,69.1,48.7,43.8,53.6,small area estimate
131,csa_la_eagle_rock,Los Angeles - Eagle Rock,Los Angeles - Eagle Rock,Los Angeles City Neighborhood,81.7,80.2,83.2,616.1,547.4,684.8,336.9,287.7,386.2,10.7,8.3,13.1,small area estimate,108363,97325,119400,3338,9.5,7529,21.5,606,10.8,1553,27.7,0,3180,4551,6835,13580,11.3,9.5,13.1,16.2,14.2,18.2,24.3,21.7,26.9,48.2,45.2,51.3,56.1,36.4,75.7,63.6,57.9,69.3,63.3,57.6,69,,,,,78.5,78,79,65.3,61.1,69.5,small area estimate
132,csa_la_east_hollywood,Los Angeles - East Hollywood,Los Angeles - East Hollywood,Los Angeles City Neighborhood,78.6,76.3,81,723.9,625.5,822.3,561.7,480.5,642.9,20.1,16.6,23.5,small area estimate,56436,51041,61830,4711,19.9,10474,44.3,905,26.5,2119,61.9,34.1,4575,4244,4272,6801,23,19.7,26.3,21.3,18,24.7,21.5,18.4,24.5,34.2,30.7,37.6,62.3,38.5,86.1,28.9,19.2,38.7,32.9,23,42.9,,,,,68.4,67.6,69.2,47.5,42.4,52.6,small area estimate
134,csa_la_el_sereno,Los Angeles - El Sereno,Los Angeles - El Sereno,Los Angeles City Neighborhood,80.8,79.2,82.4,659.5,582.8,736.2,361.3,304.8,417.8,15.2,11.5,18.8,small area estimate,77376,70225,84528,5817,15.8,14626,39.6,1596,21.8,4133,56.5,8,8240,5701,6154,5973,31.6,28.4,34.8,21.9,19.7,24.1,23.6,21.5,25.7,22.9,20.9,24.9,44.2,29.6,58.7,37.8,31.7,43.8,38.6,32.5,44.6,,,,,71.3,70.7,71.9,58,52.5,63.5,small area estimate
137,csa_la_encino,Los Angeles - Encino,Los Angeles - Encino,Los Angeles City Neighborhood,84.3,83.1,85.4,525.8,474.3,577.3,124.1,100.5,147.8,8.6,6.8,10.4,small area estimate,126492,114763,138221,3181,7.4,7262,16.9,564,6.9,1351,16.5,0,1666,3843,6653,19275,5.3,3.8,6.8,12.2,10,14.5,21.2,18.9,23.4,61.3,57.7,64.9,70.5,56.9,84,70.7,65.7,75.6,77.2,72.7,81.7,,,,,80.9,80.5,81.3,71,67.6,74.5,small area estimate
