 #,Geo_ID,Geo_Feature,Geography_Name,Geography_Type,LE_birth,LE_birth_LCL,LE_birth_UCL,Overall_MR,Overall_MR_LCL,Overall_MR_UCL,COVID_a,COVID_a_LCL,COVID_a_UCL,Poor_health,Poor_health_LCL,Poor_health_UCL,Poor_health_EST,MHI,MHI_LCL,MHI_UCL,100_FPL_Pop,100_FPL_Pct,200_FPL_Pop,200_FPL_Pct,100_FPL_Child_Pop,100_FPL_Child_Pct,200_FPL_Child_Pop,200_FPL_Child_Pct,Poverty_PST,Edu_LessHS_Pop,Edu_HSGrad_Pop,Edu_College_Pop,Edu_Bach_Pop,Edu_LessHS_Pct,Edu_LessHS_Pct_LCL,Edu_LessHS_Pct_UCL,Edu_HSGrad_Pct,Edu_HSGrad_Pct_LCL,Edu_HSGrad_Pct_UCL,Edu_College_Pct,Edu_College_Pct_LCL,Edu_College_Pct_UCL,Edu_Bach_Pct,Edu_Bach_Pct_LCL,Edu_Bach_Pct_UCL,Preschool,Preschool_LCL,Preschool_UCL,Grade3_Eng,Grade3_Eng_LCL,Grade3_Eng_UCL,Grade3_Math,Grade3_Math_LCL,Grade3_Math_UCL,Diff_Child_C,Diff_Child_C_LCL,Diff_Child_C_UCL,Diff_Child_C_EST,Voting,Voting_LCL,Voting_UCL,SE_Support,SE_Support_LCL,SE_Support_UCL,SE_Support_EST
0,hp_target,Healthy People 2030 Target,Healthy People 2030 Target,Healthy People 2030 Target,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,csa_la_exposition_park,Los Angeles - Exposition Park,Los Angeles - Exposition Park,Los Angeles City Neighborhood,78.3,76.5,80.1,760.4,665,855.8,347.6,284.7,410.6,15.7,12.9,18.5,small area estimate,51060,44578,57541,9982,24.3,21226,51.6,2777,35.5,5453,69.8,57.7,9591,5874,6863,4556,35.7,32.5,38.9,21.8,19.3,24.4,25.5,23.1,28,16.9,14.8,19.1,59.1,41.3,76.8,31.2,26.4,36,26.4,21.9,30.9,,,,,57.9,57.2,58.6,54.8,50.1,59.4,small area estimate
142,csa_la_florence_firestone,Los Angeles - Florence-Firestone,Los Angeles - Florence-Firestone,Los Angeles City Neighborhood,75.4,73.4,77.4,887.2,784,990.4,531,451.2,610.8,17.5,14.3,20.8,small area estimate,50907,46703,55110,11142,24.7,26178,58,4489,34.4,10007,76.7,94.5,14745,8045,6519,2093,47,44.3,49.6,25.6,23.4,27.8,20.8,18.6,22.9,6.7,5.6,7.8,24.9,13.1,36.7,25.3,21.7,29,29.3,25.5,33,,,,,52.1,51.4,52.8,53.6,48.6,58.6,small area estimate
143,csa_la_glassell_park,Los Angeles - Glassell Park,Los Angeles - Glassell Park,Los Angeles City Neighborhood,84,81.9,86,531.9,456.9,607,233.5,183.9,283.1,12.7,10.1,15.4,small area estimate,90752,83523,97981,2776,10.2,6759,24.9,623,13,1651,34.6,9.6,3394,3640,5420,8840,15.9,14,17.9,17.1,14.1,20.1,25.5,22.9,28,41.5,39,44,78.5,55.3,101.6,53,45.8,60.2,50.3,43,57.5,,,,,77.5,76.9,78.1,63.9,59.7,68.1,small area estimate
145,csa_la_granada_hills,Los Angeles - Granada Hills,Los Angeles - Granada Hills,Los Angeles City Neighborhood,81,79.8,82.2,655.8,597.9,713.8,367.8,325.7,409.8,8.8,6.8,10.7,small area estimate,112346,103914,120777,4193,7.6,9688,17.6,983,9.6,2207,21.6,0,4556,8830,12598,15273,11,9.3,12.8,21.4,18.9,23.9,30.5,28.5,32.6,37,35,39,50.9,35,66.8,54,49.8,58.2,55.7,51.5,59.8,,,,,76.4,76,76.8,71,67.5,74.4,small area estimate
146,csa_la_green_meadows,Los Angeles - Green Meadows,Los Angeles - Green Meadows,Los Angeles City Neighborhood,,,,883.9,738.5,1029.3,466.2,357,575.4,15.3,12.5,18.1,small area estimate,55678,46304,65052,4885,23.6,11068,53.4,1923,33,4077,69.9,69,5910,3111,2313,787,48.8,44.8,52.7,25.7,21.8,29.6,19.1,16,22.2,6.5,4.2,8.8,41.8,18.4,65.2,27.5,21.9,33.1,34.6,28.6,40.5,,,,,53.1,52.1,54.1,54.8,50.1,59.4,small area estimate
148,csa_la_harbor_city,Los Angeles - Harbor City,Los Angeles - Harbor City,Los Angeles City Neighborhood,80.9,78.8,83.1,628.4,543.8,712.9,190.9,144.5,237.3,14,11.1,16.9,small area estimate,85850,78755,92944,3817,13.8,8478,30.6,1133,18.9,2532,42.2,9.7,3355,4256,6017,6397,16.8,13.8,19.7,21.3,18.5,24,30,27,33.1,31.9,29.3,34.5,35.3,20.3,50.3,40.4,34.3,46.6,51.4,45.2,57.7,,,,,71.6,70.9,72.3,64.1,60.1,68.1,small area estimate
149,csa_la_harbor_gateway,Los Angeles - Harbor Gateway,Los Angeles - Harbor Gateway,Los Angeles City Neighborhood,79.5,77.7,81.3,696.8,616.2,777.4,300.1,246.6,353.6,13,10.5,15.4,small area estimate,73922,67504,80339,6417,16.2,14705,37.2,2090,23.2,4649,51.5,17.5,6049,6725,7708,6733,22.2,19.5,24.9,24.7,22,27.4,28.3,26,30.7,24.7,22.1,27.4,48.1,29.5,66.7,33.3,28.3,38.4,35.6,30.5,40.7,,,,,66.6,66,67.2,61,56.9,65.1,small area estimate
152,csa_la_harvard_park,Los Angeles - Harvard Park,Los Angeles - Harvard Park,Los Angeles City Neighborhood,75.6,73.6,77.5,900.5,797.4,1003.6,448.7,376.7,520.7,15.2,12.4,18.1,small area estimate,58242,52020,64465,8848,23.7,20301,54.4,3094,33.6,6706,72.8,44.1,8705,7611,5195,2470,36.3,33.2,39.4,31.7,27.7,35.8,21.7,19.2,24.2,10.3,8.6,12,46.7,31.5,61.8,19.9,15.7,24,26.2,21.7,30.7,,,,,58.5,57.8,59.2,56.2,51.6,60.7,small area estimate
153,csa_la_highland_park,Los Angeles - Highland Park,Los Angeles - Highland Park,Los Angeles City Neighborhood,84.3,82.2,86.3,510.5,445.1,575.9,347.6,292.9,402.3,12.2,9.7,14.8,small area estimate,88673,81870,95477,4642,11.1,11534,27.6,1108,15.1,2887,39.4,18.3,6517,5840,7361,12481,20.2,18,22.5,18.1,16,20.3,22.9,20.8,24.9,38.8,36.4,41.1,40,21,58.9,41.2,34.1,48.4,39.4,32.3,46.6,,,,,75,74.5,75.5,64.3,59.9,68.6,small area estimate
155,csa_la_hollywood,Los Angeles - Hollywood,Los Angeles - Hollywood,Los Angeles City Neighborhood,81.5,80.1,82.9,598.3,541.9,654.7,197.5,164.8,230.2,13.6,10.5,16.7,small area estimate,76991,70612,83371,10486,16.2,22717,35.1,1200,20.1,2760,46.3,42.4,5174,7405,11609,27622,10,8.5,11.5,14.3,12.4,16.2,22.4,20.4,24.4,53.3,50.9,55.7,41.6,22.9,60.3,53.3,47.4,59.2,50.9,45.1,56.6,,,,,70,69.6,70.4,58.2,53.8,62.5,small area estimate
156,csa_la_hollywood_hills,Los Angeles - Hollywood Hills,Los Angeles - Hollywood Hills,Los Angeles City Neighborhood,84.4,82.5,86.3,496,421.9,570.2,106.2,71.5,140.9,10.1,7.8,12.4,small area estimate,105762,92260,119265,2275,8,5415,19,238,7.7,597,19.4,0,764,1902,5070,14191,3.5,2.1,4.9,8.7,6.5,10.8,23.1,20,26.2,64.7,61.7,67.7,,,,31.9,18.6,45.2,44.9,31,58.8,,,,,78.7,78.2,79.2,71.6,67.7,75.4,small area estimate
157,csa_la_hyde_park,Los Angeles - Hyde Park,Los Angeles - Hyde Park,Los Angeles City Neighborhood,73.7,71.9,75.5,1049.3,936.6,1162,443.4,368.4,518.5,14,11,17,small area estimate,52886,44374,61398,6400,22.5,13480,47.5,1872,32.1,3817,65.5,41.4,3922,5015,5917,2912,22.1,18.3,25.9,28.2,23.9,32.5,33.3,30.1,36.5,16.4,13.9,18.9,35.6,15.3,55.9,18.3,13,23.5,17.2,12.1,22.3,,,,,63.3,62.6,64,61.7,56,67.5,small area estimate
159,csa_la_koreatown,Los Angeles - Koreatown,Los Angeles - Koreatown,Los Angeles City Neighborhood,83,81.2,84.8,542.9,479.8,606.1,320.3,271.3,369.3,29.5,23.1,35.9,small area estimate,50872,46823,54920,11012,24.1,24948,54.7,2363,33.4,5063,71.6,81.4,9337,7530,5601,11675,27.3,24.8,29.9,22.1,19.6,24.5,16.4,14.7,18.1,34.2,32.2,36.2,32.2,17.7,46.8,25.9,21.6,30.1,27.4,23.1,31.7,,,,,65.6,64.9,66.3,41,35.3,46.6,small area estimate
161,csa_la_lake_balboa,Los Angeles - Lake Balboa,Los Angeles - Lake Balboa,Los Angeles City Neighborhood,79.8,78.1,81.4,700.4,620.2,780.6,271.1,219.9,322.2,15.2,12.2,18.1,small area estimate,77367,70545,84190,6081,15.8,13984,36.4,1677,21.6,3810,49,0,6632,6280,7871,8489,22.7,19.6,25.7,21.5,18.9,24,26.9,24.4,29.4,29,26.6,31.4,35.9,24.9,46.9,37.8,32.7,43,37.1,32.1,42.1,,,,,73.8,73.2,74.4,58,53.9,62.1,small area estimate
164,csa_la_lincoln_heights,Los Angeles - Lincoln Heights,Los Angeles - Lincoln Heights,Los Angeles City Neighborhood,80.3,78,82.5,671.2,581,761.3,664,581.2,746.9,19,15.6,22.4,small area estimate,65828,58000,73657,5310,18.8,12691,44.9,1490,26.8,3397,61.1,30.3,7573,4820,4348,4685,35.3,32.4,38.3,22.5,19.7,25.3,20.3,17.7,22.9,21.9,19.4,24.3,52.2,31.2,73.3,34.4,28.5,40.2,42.4,36.3,48.4,,,,,68,67.2,68.8,51.4,46.6,56.3,small area estimate
166,csa_la_little_bangladesh,Los Angeles - Little Bangladesh,Los Angeles - Little Bangladesh,Los Angeles City Neighborhood,,,,472.4,392.8,552.1,170.6,119.6,221.6,22.8,18.5,27,small area estimate,50037,43646,56427,5435,20.6,12175,46.3,987,25.4,2220,57.1,0,3369,3446,4533,8079,17.3,14.4,20.3,17.7,15,20.4,23.3,20.4,26.3,41.6,38.1,45,,,,,,,,,,,,,,67,66.2,67.8,44.9,39.8,50.1,small area estimate
169,csa_la_los_feliz,Los Angeles - Los Feliz,Los Angeles - Los Feliz,Los Angeles City Neighborhood,85.7,83.3,88,456.2,378.1,534.3,321.4,258.1,384.7,10.6,8,13.3,small area estimate,125896,110723,141069,1609,7.9,3720,18.2,170,6.4,492,18.6,0,426,1505,3145,12367,2.4,1.2,3.7,8.6,6.9,10.3,18,15.2,20.8,70.9,67.6,74.2,,,,63,55.2,70.8,62.5,54.8,70.2,,,,,80.7,80.1,81.3,62.9,58.4,67.4,small area estimate
172,csa_la_mar_vista,Los Angeles - Mar Vista,Los Angeles - Mar Vista,Los Angeles City Neighborhood,85,83.1,86.9,464.5,405.8,523.3,128.8,98.7,159,7.2,5.2,9.1,small area estimate,107812,97438,118186,2833,7.4,6506,17,532,8.6,1167,19,0,2475,3272,6296,20292,7.7,5.9,9.4,10.1,8.5,11.7,19.5,17.4,21.6,62.8,60.2,65.3,73.7,54.5,92.9,60.4,55.3,65.5,64.4,59.4,69.4,,,,,81,80.5,81.5,68.4,65.1,71.7,small area estimate
174,csa_la_melrose,Los Angeles - Melrose,Los Angeles - Melrose,Los Angeles City Neighborhood,81.6,80.3,83,597.2,542.9,651.5,363.7,321.5,406,16.3,13.5,19.2,small area estimate,75980,70555,81405,10552,15.2,24234,34.9,2147,20.3,5010,47.3,14.9,9990,8752,10051,26308,18.1,16.3,19.9,15.9,14.3,17.5,18.2,16.7,19.8,47.7,45.8,49.7,54.6,43.2,66,39.2,34.4,43.9,43.2,38.3,48,,,,,73.7,73.3,74.1,56.3,52.3,60.3,small area estimate
177,csa_la_mission_hills,Los Angeles - Mission Hills,Los Angeles - Mission Hills,Los Angeles City Neighborhood,78.6,76.6,80.7,769.5,670.5,868.5,543.2,462.7,623.7,11.5,8.7,14.4,small area estimate,89654,77792,101516,2311,10.2,5837,25.9,670,15,1747,39,0,3609,4431,4897,3257,22.3,19.3,25.3,27.4,24.3,30.4,30.2,25.5,34.9,20.1,17.2,23,43.3,24,62.5,44.9,35.1,54.7,48.5,38.6,58.3,,,,,73,72.3,73.7,64.2,59.2,69.2,small area estimate
178,csa_la_mt_washington,Los Angeles - Mt. Washington,Los Angeles - Mt. Washington,Los Angeles City Neighborhood,81.8,79.8,83.9,603.6,507.6,699.5,309.6,243,376.2,15.1,12.3,18,small area estimate,96857,78408,115307,3050,14.9,7409,36.1,762,20.8,1782,48.6,0,3656,3309,3323,6386,21.9,18.8,25.1,19.8,16.3,23.4,19.9,17.2,22.7,38.3,33.5,43.1,,,,50.9,43.2,58.6,53.3,45.7,60.9,,,,,75.6,74.9,76.3,60.9,56.7,65,small area estimate
179,csa_la_north_hills,Los Angeles - North Hills,Los Angeles - North Hills,Los Angeles City Neighborhood,81.4,79.8,82.9,628.9,563.3,694.5,412.7,358.5,466.8,15.4,12.3,18.6,small area estimate,83041,76747,89334,10307,18.2,23701,41.9,3606,28,7489,58.1,41.1,9501,9042,10153,9339,25,22.4,27.6,23.8,21.7,25.8,26.7,24.6,28.8,24.6,21.7,27.5,48.1,30.6,65.6,29.6,26.2,33.1,32.8,29.3,36.3,,,,,70.5,70,71,62.4,58,66.7,small area estimate
180,csa_la_north_hollywood,Los Angeles - North Hollywood,Los Angeles - North Hollywood,Los Angeles City Neighborhood,80.2,79.3,81.1,675.6,632.8,718.5,416.2,381.6,450.8,14.2,11.2,17.2,small area estimate,68608,65392,71825,22994,16.7,52744,38.3,5295,21.9,12316,50.8,8.7,20409,20256,28829,32409,20,18.7,21.3,19.9,18.6,21.2,28.3,26.9,29.7,31.8,30.2,33.4,49.9,39.6,60.2,37.4,34.5,40.3,41.1,38.2,44,,,,,69.9,69.6,70.2,56.8,52.3,61.3,small area estimate
181,csa_la_northridge,Los Angeles - Northridge,Los Angeles - Northridge,Los Angeles City Neighborhood,80.6,79.3,81.8,659.7,603.3,716.1,297.8,260.7,334.8,11.9,9.6,14.2,small area estimate,91550,83610,99490,9513,14.4,21059,32,2104,18.4,4823,42.1,6,6387,8383,13283,19337,13.5,11.8,15.1,17.7,15.9,19.5,28,25.9,30.2,40.8,38.6,43,65.9,49.3,82.5,43.7,39.5,47.9,48.6,44.4,52.7,,,,,74.4,74,74.8,63.6,60.2,67,small area estimate
183,csa_la_pacoima,Los Angeles - Pacoima,Los Angeles - Pacoima,Los Angeles City Neighborhood,78.2,76.8,79.5,762,690.7,833.4,521.5,462.7,580.3,15.1,11.4,18.7,small area estimate,69863,64699,75027,12667,18.1,31473,44.9,4537,26.3,11064,64.2,14.7,20844,12527,8865,4919,44.2,42,46.4,26.6,24.7,28.4,18.8,17.4,20.2,10.4,9.2,11.7,41.8,31.3,52.3,30.1,26.9,33.3,32.5,29.3,35.8,,,,,63,62.5,63.5,61.2,55.7,66.7,small area estimate
185,csa_la_palms,Los Angeles - Palms,Los Angeles - Palms,Los Angeles City Neighborhood,,,,399.2,334.9,463.5,249.5,196.8,302.3,6.7,4.8,8.6,small area estimate,97129,91309,102949,2499,6.2,6346,15.7,263,6.3,766,18.3,0,1777,2342,5611,20884,5.8,4.2,7.4,7.7,6,9.3,18.3,15.8,20.8,68.2,65.6,70.8,49.2,35.6,62.9,63.4,55.6,71.3,61,53,68.9,,,,,77.1,76.6,77.6,65.3,61.3,69.2,small area estimate
186,csa_la_panorama_city,Los Angeles - Panorama City,Los Angeles - Panorama City,Los Angeles City Neighborhood,80.6,79,82.2,658.2,595,721.5,620.4,556.3,684.5,17.1,13.6,20.7,small area estimate,60604,55454,65753,13061,19.3,30639,45.3,4527,28.7,9486,60.2,9.6,15355,11649,9831,8084,34.2,32,36.4,25.9,23.9,28,21.9,20.2,23.6,18,16.4,19.6,32.6,21.9,43.3,36.9,33.1,40.8,39.7,35.9,43.6,,,,,66.4,65.9,66.9,53.2,48.1,58.3,small area estimate
188,csa_la_pico_union,Los Angeles - Pico-Union,Los Angeles - Pico-Union,Los Angeles City Neighborhood,79.2,77.5,81,711,625.4,796.6,885.7,787.3,984.1,33,24.7,41.4,small area estimate,43637,39902,47372,10858,28.7,25355,67.1,3338,41.9,6744,84.6,87,11098,5968,4480,3521,44.3,41.1,47.4,23.8,20.8,26.8,17.9,15.5,20.2,14,12.3,15.8,47.8,29.6,65.9,26.8,22.9,30.8,29.6,25.5,33.7,,,,,61.3,60.5,62.1,41.7,36.3,47.1,small area estimate
191,csa_la_porter_ranch,Los Angeles - Porter Ranch,Los Angeles - Porter Ranch,Los Angeles City Neighborhood,82.8,81.3,84.4,569.9,505.3,634.6,138.8,108,169.6,6.3,4.6,7.9,small area estimate,155190,142484,167896,1472,4.2,3511,10,242,3.7,659,10.1,0,1319,3332,6193,14416,5.2,3.5,6.9,13.2,10.6,15.8,24.5,21.9,27.1,57.1,55,59.2,57.2,41.1,73.3,75.5,71.3,79.6,75,70.8,79.2,,,,,81.6,81.1,82.1,71.2,67.6,74.7,small area estimate
194,csa_la_reseda,Los Angeles - Reseda,Los Angeles - Reseda,Los Angeles City Neighborhood,79.7,78.6,80.7,732.3,675.9,788.7,522.5,474,570.9,14.9,11.9,17.9,small area estimate,76990,71458,82522,9305,12.7,21825,29.9,2372,16.5,5808,40.5,0,10810,11273,14096,15421,20.9,19,22.9,21.8,20,23.6,27.3,25.3,29.3,29.9,27.8,32,51.9,40.4,63.4,31.4,27.2,35.6,36.9,32.6,41.2,,,,,71.3,70.9,71.7,61.6,57.9,65.4,small area estimate
197,csa_la_san_pedro,Los Angeles - San Pedro,Los Angeles - San Pedro,Los Angeles City Neighborhood,79.4,78.1,80.7,693.2,638.9,747.5,225.9,195.3,256.4,12.6,10.1,15,small area estimate,81775,75476,88073,10340,14.2,23574,32.4,3001,20.7,6733,46.5,24.2,9299,13875,16194,16647,16.6,14.8,18.4,24.8,22.6,26.9,28.9,26.9,30.9,29.7,27.9,31.6,57.8,43.4,72.1,36.9,32.5,41.2,44.1,39.6,48.5,,,,,71.6,71.2,72,63.2,59.3,67,small area estimate
199,csa_la_sherman_oaks,Los Angeles - Sherman Oaks,Los Angeles - Sherman Oaks,Los Angeles City Neighborhood,83.1,82,84.1,557.1,512,602.2,192.1,165.1,219.1,8.6,6.5,10.7,small area estimate,116796,110294,123299,5976,7,13386,15.7,1075,7.7,2277,16.4,0,2164,6625,16134,40960,3.3,2.5,4,10.1,8.9,11.3,24.5,22.7,26.3,62.2,60,64.3,74.8,61.5,88,71.9,67.6,76.1,68,63.6,72.3,,,,,81.2,80.9,81.5,70.8,67.1,74.5,small area estimate
200,csa_la_silverlake,Los Angeles - Silverlake,Los Angeles - Silverlake,Los Angeles City Neighborhood,83,81.4,84.7,546,480.8,611.3,219.3,177.9,260.7,13.3,10.8,15.8,small area estimate,108745,100657,116834,3509,8.8,8345,21,562,10.6,1302,24.5,0,3460,3624,6629,20422,10.1,8.5,11.8,10.6,8.9,12.3,19.4,17.4,21.5,59.8,57,62.6,81.7,62.5,100.8,59.2,52.6,65.7,54.1,47.5,60.7,,,,,79.8,79.4,80.2,61.8,58,65.6,small area estimate
202,csa_la_south_park,Los Angeles - South Park,Los Angeles - South Park,Los Angeles City Neighborhood,76,73.8,78.2,857.5,738.4,976.7,670.5,559.9,781.2,19.2,15.8,22.6,small area estimate,53321,46134,60509,11253,32,24664,70,4567,45.8,8417,84.4,100,10189,4827,3312,1368,51.7,50.3,53.2,24.5,19.5,29.5,16.8,14.5,19.2,6.9,5,8.9,36.7,23.3,50,23.6,19.4,27.8,27.8,23.4,32.2,,,,,52,51.2,52.8,49.8,44.4,55.2,small area estimate
204,csa_la_studio_city,Los Angeles - Studio City,Los Angeles - Studio City,Los Angeles City Neighborhood,82.6,80.6,84.7,574,485.4,662.7,249,190.7,307.3,7.4,5.3,9.4,small area estimate,134860,113050,156671,1255,5.8,2997,13.9,152,4.2,523,14.6,0,608,1095,4153,11179,3.6,2,5.2,6.4,4.2,8.7,24.4,18.6,30.2,65.6,62.7,68.5,87.9,74.1,101.8,78.9,72.2,85.6,79.9,73.3,86.4,,,,,83.6,83,84.2,72.2,68.4,75.9,small area estimate
205,csa_la_sun_valley,Los Angeles - Sun Valley,Los Angeles - Sun Valley,Los Angeles City Neighborhood,79.1,77.6,80.6,728.4,656.1,800.7,431.2,374.5,488,13.1,10.3,16,small area estimate,71354,65593,77114,4703,9.5,12433,25.1,1398,13.8,3738,36.8,0,10859,7850,8724,5980,32.5,30,35,23.5,21.5,25.5,26.1,24,28.3,17.9,16.3,19.5,51,35.3,66.7,28.3,23.4,33.3,32.9,27.8,38.1,,,,,67.9,67.3,68.5,64.9,60.9,68.9,small area estimate
208,csa_la_sylmar,Los Angeles - Sylmar,Los Angeles - Sylmar,Los Angeles City Neighborhood,80,78.8,81.2,680.5,622.4,738.6,497.5,445.4,549.6,10.8,8.3,13.4,small area estimate,92265,86248,98282,10520,13.2,25971,32.5,3460,19,8672,47.5,0,15559,13654,13301,10611,29.3,27.2,31.4,25.7,23.9,27.5,25,23.3,26.8,20,18.4,21.6,46.4,34.9,57.9,40.1,36.4,43.9,39.6,35.9,43.3,,,,,71.1,70.7,71.5,64.7,59.9,69.5,small area estimate
209,csa_la_tarzana,Los Angeles - Tarzana,Los Angeles - Tarzana,Los Angeles City Neighborhood,81,79.3,82.6,644.5,570.3,718.7,259.1,213.4,304.9,10,7.9,12,small area estimate,128999,119834,138164,2431,8.1,5160,17.2,514,9.4,1032,18.8,0,1574,4107,6598,13962,6,4.3,7.7,15.7,12.9,18.4,25.1,22.2,28.1,53.2,50.3,56.1,62.8,42.7,82.9,53.3,47.4,59.2,53.3,47.4,59.1,,,,,78.8,78.2,79.4,69.3,65.8,72.8,small area estimate
210,csa_la_temple_beaudry,Los Angeles - Temple-Beaudry,Los Angeles - Temple-Beaudry,Los Angeles City Neighborhood,81.9,79.7,84.1,594.2,513.1,675.4,420.1,351.7,488.4,23.3,18.3,28.3,small area estimate,62506,56683,68330,8459,24.7,19106,55.8,2220,36.2,4595,75,51.9,8852,5097,6053,9753,29.7,26.6,32.9,17.1,15,19.3,20.3,18.2,22.5,32.8,30.1,35.4,57.4,39.8,74.9,30.9,25,36.8,33.3,27.4,39.3,,,,,69.2,68.5,69.9,51.9,47.7,56.2,small area estimate
215,csa_la_tujunga,Los Angeles - Tujunga,Los Angeles - Tujunga,Los Angeles City Neighborhood,80.3,78.4,82.1,674.2,590,758.5,336.4,274.7,398.2,13.3,10.5,16.2,small area estimate,81318,70590,92047,3485,13.3,7904,30.1,716,15.9,1605,35.7,0,2852,4284,6479,5658,14.8,10.5,19.1,22.2,19.6,24.9,33.6,30.6,36.6,29.4,26.4,32.3,,,,27.5,20.1,34.8,36.7,28.9,44.5,,,,,69.8,69.1,70.5,63.9,59.8,68,small area estimate
217,csa_la_university_park,Los Angeles - University Park,Los Angeles - University Park,Los Angeles City Neighborhood,,,,534.1,419.9,648.4,562.2,438.2,686.1,18.4,14.9,21.9,small area estimate,30265,26347,34183,10882,43.2,18094,71.8,1926,59.1,2875,88.3,100,3458,1451,1703,3132,35.5,30.7,40.2,14.9,11.8,18,17.5,14.4,20.5,32.1,27.8,36.5,,,,29.7,24.3,35.1,29.6,24.2,35,,,,,48.7,47.7,49.7,42.1,36.6,47.6,small area estimate
218,csa_la_valley_glen,Los Angeles - Valley Glen,Los Angeles - Valley Glen,Los Angeles City Neighborhood,81.3,79.4,83.1,630.8,544.2,717.3,338.7,274.2,403.2,15.2,12.1,18.3,small area estimate,68545,59103,77986,5159,18.6,11926,42.9,1243,23.2,2887,53.8,0,3900,3705,4561,7789,19.5,16.4,22.6,18.6,15.9,21.2,22.9,20.5,25.2,39,36,42,45.3,31.9,58.7,38.9,32.3,45.6,36.6,30.3,42.8,,,,,71.7,71,72.4,61.1,57.2,65,small area estimate
219,csa_la_valley_village,Los Angeles - Valley Village,Los Angeles - Valley Village,Los Angeles City Neighborhood,82.7,81,84.4,605.4,513.9,697,367.3,297.7,436.9,10.8,8.1,13.4,small area estimate,85128,73659,96598,2901,12.1,6325,26.5,556,14.1,1143,29,0,1247,2388,5295,10009,6.6,4.5,8.7,12.6,9.9,15.4,28,23.1,32.8,52.8,48.8,56.9,,,,75.5,68.9,82.1,75,68.5,81.5,,,,,79.2,78.6,79.8,64.3,60.1,68.5,small area estimate
220,csa_la_van_nuys,Los Angeles - Van Nuys,Los Angeles - Van Nuys,Los Angeles City Neighborhood,79.6,78.4,80.7,706.4,649.7,763,628.5,571.5,685.5,16.7,13.2,20.1,small area estimate,59755,56497,63014,18532,21,42384,48,5523,28.8,12263,63.9,9.4,16094,14728,15307,14366,26.6,24.6,28.6,24.3,22.4,26.3,25.3,23.5,27.1,23.7,22,25.5,41.5,32.3,50.6,29.4,25.8,32.9,32.6,29,36.2,,,,,67.1,66.6,67.6,55.6,51.3,60,small area estimate
221,csa_la_venice,Los Angeles - Venice,Los Angeles - Venice,Los Angeles City Neighborhood,83.9,81.5,86.2,483.3,410.4,556.2,121.9,84.1,159.7,5.9,4.3,7.5,small area estimate,117567,104027,131107,3042,9.4,6802,21,441,10.8,1003,24.6,0,1178,2297,3962,17185,4.8,3.3,6.3,9.3,7.4,11.2,16.1,13.8,18.3,69.8,66.2,73.3,,,,65.4,58.9,71.9,60.8,54.1,67.4,,,,,76.1,75.6,76.6,69.8,66.5,73.2,small area estimate
224,csa_la_vermont_vista,Los Angeles - Vermont Vista,Los Angeles - Vermont Vista,Los Angeles City Neighborhood,72.3,70.6,74,1091.4,969.9,1212.9,516.9,430.7,603.2,18.4,15.2,21.5,small area estimate,50719,43898,57539,14129,36.2,29970,76.8,5594,49.3,10091,88.9,100,9808,6560,4574,1538,43.6,39.9,47.4,29.2,25.6,32.7,20.3,17.8,22.9,6.8,5.2,8.5,30.3,14.1,46.5,30.2,25.8,34.5,37.8,33.3,42.4,,,,,50.6,49.9,51.3,50.6,46,55.2,small area estimate
225,csa_la_vernon_central,Los Angeles - Vernon Central,Los Angeles - Vernon Central,Los Angeles City Neighborhood,76.9,75.1,78.6,843.5,739,948.1,698.5,604.2,792.7,20.2,16.3,24.1,small area estimate,52845,45973,59718,13985,29.3,33186,69.5,5679,41.6,12090,88.5,90.2,16408,5696,4459,2057,57.3,54.8,59.9,19.9,17.9,21.9,15.6,13.6,17.6,7.2,5.4,8.9,39.7,27.2,52.1,20.8,17.8,23.9,25.5,22.2,28.7,,,,,53.9,53.2,54.6,51.3,45,57.5,small area estimate
228,csa_la_watts,Los Angeles - Watts,Los Angeles - Watts,Los Angeles City Neighborhood,74.2,72,76.4,935,820.1,1050,637.5,535.8,739.2,16.6,13.6,19.7,small area estimate,45982,41555,50410,14499,35.2,29391,71.4,6226,49.3,10693,84.7,100,10312,6618,4742,1379,44.7,41.4,48.1,28.7,25.7,31.7,20.6,17.9,23.3,6,4.4,7.6,45.1,32.5,57.8,23.7,20.1,27.2,27.2,23.5,30.9,,,,,43.2,42.5,43.9,53.7,49.1,58.2,small area estimate
230,csa_la_west_adams,Los Angeles - West Adams,Los Angeles - West Adams,Los Angeles City Neighborhood,77.2,75.2,79.1,833.5,730.4,936.6,675,580,770,19.3,15.9,22.8,small area estimate,47068,38294,55842,6542,25.8,14694,57.9,1721,36,3721,77.7,79.7,5692,4178,4497,4130,30.8,27.8,33.7,22.6,20,25.2,24.3,20.2,28.5,22.3,19.5,25.2,44,23,64.9,28.3,22,34.6,36.7,30,43.4,,,,,63.4,62.6,64.2,51.8,46.9,56.6,small area estimate
